"SAMPLE_ID","CD4_S1 IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S1 IL2&!IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S1 IL2&!IL4/5/13&!IFNg&!TNFa&!IL17a&CD154&!CD107a","CD4_S1 !IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S1 !IL2&!IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S1 !IL2&!IL4/5/13&!IFNg&!TNFa&!IL17a&CD154&!CD107a","CD4_S1 IL2&!IL4/5/13&IFNg&!TNFa&!IL17a&CD154&!CD107a","CD4_S1 IL2&IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S1 IL2&IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S2 IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S2 IL2&!IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S2 !IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_S2 !IL2&!IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_NCAP IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_NCAP IL2&!IL4/5/13&!IFNg&!TNFa&!IL17a&CD154&!CD107a","CD4_NCAP IL2&!IL4/5/13&IFNg&TNFa&!IL17a&CD154&!CD107a","CD4_NCAP !IL2&!IL4/5/13&!IFNg&!TNFa&!IL17a&CD154&!CD107a","CD4_NCAP !IL2&!IL4/5/13&!IFNg&TNFa&!IL17a&CD154&!CD107a"
"80C"," 0.0189530825337618051563","0.0147300714408464868826"," 0.00337840887433225444542"," 0.00422301109291531740625","0.00736503572042324344132"," 0.02241028615703550413985"," 0.00736503572042324344132","0.00000000000000000000000"," 0.00000000000000000000000"," 0.00202250324132670876442","0.0201491033649002608541"," 2.0225032413267087644e-03","0.0201491033649002608541","3.1262566767080231245e-02"," 0.00666323298316914662542","0.01638108967008485364336"," 1.6713481015490468801e-02","-1.4996125730894801619e-03"
"122C"," 0.0327126421696459918076","0.1154084942553464249171"," 0.00647036445326453976690"," 0.01630816937108827205383","0.01671714098814627846856"," 0.01714987051238447621215"," 0.00921246853864661659206","0.00000000000000000000000"," 0.00000000000000000000000"," 0.08338456444441785797572","0.1298259633898039278055"," 2.5944700500921933500e-02","0.0190834674877525672931","4.4600314760664581948e-02"," 0.00712699769979854933638","0.10391122889921779182121"," 1.7017444566760603353e-02"," 1.1381358841488702777e-02"
"157C"," 0.0436653505865169724864","0.0558709815721814620493"," 0.01338820240064578052930"," 0.01719633135406179944016","0.01125929719015027891116"," 0.00210472812149043939089"," 0.00475446274893022956254","0.00000000000000000000000"," 0.00087518584614490913410"," 0.07865257816999984830098","0.2253633147225222177479"," 3.7189032830337725999e-02","0.0467691062775674876173","5.8004050443012655780e-02"," 0.02838157323194457487547","0.11206338864081176465159"," 3.3965641138000379762e-02"," 2.6207119087481835218e-02"
"161C"," 0.0569952504870116921643","0.0636426211163333976906"," 0.01323538369824515600892"," 0.01588839619393401028646","0.01326506247844427485716"," 0.01562128717214196840790"," 0.00795903748706656456735","0.00000000000000000000000"," 0.00000000000000000000000"," 0.07039918313082196843489","0.1709714888283045408635"," 9.7211787315543505411e-03","0.0372116100223269657965","7.0028487483830101357e-02"," 0.02376463886613418979854","0.03434357092294305913160"," 9.4830805894422234847e-02"," 4.2277769965549709397e-02"
"102C"," 0.1897287976488930272279","0.2180162864249717558085"," 0.01749345227947692038573"," 0.04331111245200684745082","0.01890478291007624891962"," 0.01953635792386855876690"," 0.00630159430335875021811","0.00315079715167937510906"," 0.00000000000000000000000"," 0.17022657892312226257658","0.1341272061167470830423"," 2.9148529534674876701e-02","0.0270182643466983681002","3.6694784191891605118e-01"," 0.04408481382682567090159","0.17407651881624860989994"," 4.1100665302044328553e-02"," 1.0206295266200725302e-01"
"15530"," 0.1062930053589773993217","0.0980611332005035113424"," 0.02366351392432034655977"," 0.06103018261253936177502","0.02639915522703273342842"," 0.05798377145990882969295"," 0.01919938561966016976612","0.00000000000000000000000"," 0.00000000000000000000000"," 0.25045173633103323673765","0.3590006931024322667234"," 6.5620389423670599793e-02","0.1205787781350482479326","1.3048286218646787393e-01"," 0.03268181241848141377337","0.07046042972108813862153"," 8.5116186184481246180e-02"," 4.5855450976902217830e-02"
"29C","-0.0081966435472573869608","0.0071407797656260476801"," 0.00311061341296503708620"," 0.00678882517174893371920","0.00311061341296503708620"," 0.01944692257555083111931"," 0.00000000000000000000000","0.00000000000000000000000"," 0.00000000000000000000000"," 0.04553912469013408209628","0.0104224612219882533520"," 3.5383084040324357111e-02","0.0000000000000000000000","1.7035538209134226673e-02"," 0.00942655145326001461803","0.00409330716223761399003"," 3.8742011149107087598e-02"," 3.5226331555470488666e-02"
"76C"," 0.0847349308883912910595","0.0418635959112312883157","-0.00234329232571763327805","-0.00200332988968336634869","0.01373193976044560955796","-0.01170431338641409087231"," 0.00401880802154081125110","0.00000000000000000000000"," 0.00000000000000000000000"," 0.02073351132976770233585","0.0733733112437793960625","-3.2430963015205108158e-03","0.0084733653270676560082","6.2459260657507585657e-02"," 0.01249185213150152094774","0.05699728550315897451783"," 1.2087036063067270811e-02"," 1.1901748845827717083e-02"
"106C"," 0.0412648669370467638395","0.0269842493405903390002"," 0.00607054100063684522193"," 0.00666439079903043563730","0.00438135296179460211052"," 0.04499130879964260282255"," 0.00213953559518273569648","0.00109533824044865052763"," 0.00000000000000000000000"," 0.04988284060754681614736","0.0367578663569928590360"," 2.0831421798318316974e-02","0.0081969452717287356186","2.2487439529364394025e-02"," 0.00141152895485926175613","0.02190619898625773692702"," 7.3205715855112936385e-03"," 2.1297329407612454466e-02"
"128C"," 0.0357700012906252556855","0.0274873666193223217813"," 0.00589014998985478398230"," 0.01539523421921312751337","0.00414131733565146435000"," 0.03809763147563915985927","-0.00133594492681532775978","0.00000000000000000000000"," 0.00000000000000000000000"," 0.09601273429728615638190","0.0635685790972885106376"," 2.9185095410024106122e-02","0.0211861706601967209052","1.9861181061295724026e-02"," 0.00579887224320182505244","0.02673730091838926944958"," 2.5797598029078619430e-02"," 1.0658041597092998351e-02"
"159C"," 0.1167788052899600415024","0.1218544938000529209710"," 0.02038218808122696165674"," 0.03591807987300604798619","0.01801890671091193815712"," 0.02622548729411030427050"," 0.00382914361203116936430","0.00000000000000000000000"," 0.00000000000000000000000"," 0.10598107551272059612124","0.1284506773310080951500"," 4.6793075335518789781e-02","0.0301574057632228512138","5.1806455146872834594e-02"," 0.00791114801772773920674","0.02742576624083304867585"," 6.6501939833084403042e-02"," 2.8576046163097328090e-02"
"1C"," 0.1417378320188573403993","0.1073418023027961493154"," 0.04460809663674134700750"," 0.03740048046465035275210","0.02683545057569903732886"," 0.03627167867478728324748"," 0.00481871785883422089347","0.00000000000000000000000"," 0.00000000000000000000000"," 0.16667273851291600217372","0.1730798940597739477010"," 2.2425044414002823223e-02","0.0260986610542944114099","1.7826366950865543681e-01"," 0.05984125534401636692383","0.07202416938468274298923"," 1.1747067701350177860e-01"," 6.0644755752607457100e-02"
"69C"," 0.0572194937032383596498","0.0828182811736193624785"," 0.00763496916088270225625"," 0.00192867434818110874105","0.00731352343618585191976"," 0.01436020874596653264244"," 0.00292540937447434033422","0.00000000000000000000000"," 0.00000000000000000000000"," 0.02369591078595653654837","0.0425690103354844640027"," 3.2092020658302218908e-03","0.0066345994360590479499","8.5608974288496383909e-02"," 0.01498589715277901836255","0.07131964249763371455071"," 6.9676274547437550000e-02"," 3.7065729610399805738e-02"
"109C"," 0.0160289535865170106044","0.0422884616809407823390"," 0.01232227864142403442327"," 0.00989985242406050264252","0.00335805425617342499442"," 0.02136849794825896459161"," 0.00451415035088081721681","0.00000000000000000000000"," 0.00000000000000000000000"," 0.01766550926683285727137","0.0872633965174776371487"," 2.7654359994956675961e-02","0.0222898936456624244262","5.4106876781277027377e-02"," 0.02247914736929937026821","0.09636067159306462015511"," 3.7157743098062523401e-02"," 9.3196892326312709420e-03"
"139C"," 0.0148197227548461218233","0.0074168386961197567062"," 0.00081944164265995353674"," 0.00863204652271629645222","0.00288200038670322891340"," 0.00365260079848631199692"," 0.00000000000000000000000","0.00000000000000000000000"," 0.00000000000000000000000"," 0.05736619798006827031234","0.0373948270489248973947"," 1.1259642872252603740e-02","0.0054060522134641670819","1.5863591959164008438e-02"," 0.00692097031794125083087","0.02694625447062858059066","-1.4616088425855515518e-03"," 7.2601863317693811350e-03"
"13"," 0.2099094242425809664354","0.1514735331460703160467"," 0.00802797612816736998187"," 0.03967619254844897275225","0.06043104153922239374364"," 0.02716810002160345224875"," 0.01818662028779352915486","0.00000000000000000000000"," 0.00000000000000000000000"," 0.62674598462198327641914","0.5407126220310918274237"," 1.2140989923482914392e-01","0.1292969592266794698343","2.7348734737101010328e-01"," 0.01757889916536765212429","0.10194122586539239305736"," 5.9822371729142703733e-02"," 1.4228276120703711727e-01"
"15554"," 0.2279945440851085525225","0.1684773435245142114702"," 0.08293724812130628953888"," 0.03836565829964756757509","0.03289472134069624381647"," 0.12223404379217342463626"," 0.03336168452040669252234","0.00000000000000000000000"," 0.00000000000000000000000"," 0.45233987936065428447918","0.3600287566063030686436"," 1.3282630317789059782e-01","0.0684150199994617846944","2.7526726267134443704e-01"," 0.12324028795534798519373","0.10180095763915064654981"," 1.2407253969433920671e-01"," 8.1724895353527005071e-02"
"15529"," 0.8772688885922432788789","0.6778152198725099220056"," 0.05030925468962248181537"," 0.12971274323094311720084","0.05013168019944451436753"," 0.10696297664051139519881"," 0.01540327704719178861237","0.00385081926179794715309"," 0.00395736395590473057082"," 0.55840858530929515790575","0.6763619865664602937017"," 5.7996721685293961546e-02","0.0249585954370417049952","4.1426971857301475577e-01"," 0.02505282802918591331109","0.18045277423806557748343"," 1.2992835241534278490e-01"," 7.2263117425517442438e-02"
"136C"," 0.0278667162409317256677","0.0447162701839470683174"," 0.00342032356260902302425"," 0.00905493664658209469753","0.00513048534391353453638"," 0.00063015967507442304744"," 0.00085508089065225575606","0.00000000000000000000000"," 0.00000000000000000000000"," 0.02536528812354933715145","0.0717410370080398540615"," 1.3719971204567468076e-02","0.0216270171352520371166","1.8942830273764747762e-02"," 0.00420365886467581346270","0.02712678236852079233232"," 6.4435364970350985508e-03"," 5.4911219068021427728e-03"
"12C"," 0.4651065621380375270100","0.3033906944006213302067"," 0.02101196249271427771155"," 0.07361124568168637971599","0.02669838110725467755779"," 0.02583152512453101498635"," 0.00242712555520497100248","0.00485425111040994200495"," 0.00728137666561491214007"," 0.22454895273295999436058","0.1346321374831709882791"," 3.7968040965382567065e-02","0.0237586124970301723613","1.7753130321485466325e-01"," 0.01289057774169816150689","0.12919896640826875056085"," 2.8996470194038687779e-02"," 7.5889733315293528282e-02"
"103C"," 0.0098671032695338799223","0.0106827949478597427485","-0.00026886633650771555627"," 0.00028098989491133561768","0.00082175345752767258584"," 0.01384446827851928962794","-0.00068428939967290960261","0.00000000000000000000000"," 0.00000000000000000000000"," 0.00577780209317665764679","0.0217610942721691152935","-1.8082322125031937560e-03","0.0015543638765835082662","1.1122576613162463849e-02"," 0.00103394094777502069428","0.01217329036877909040348"," 4.3114691208062869143e-03","-9.8714074687078923881e-04"
"117C"," 0.0021143507274266992550","0.0063936204524749169417"," 0.00151747455818975938123"," 0.00425398558995080701417","0.00059687616923693998221"," 0.00574617601304315637339"," 0.00365710942071386779090","0.00000000000000000000000"," 0.00000000000000000000000"," 0.01884767842636481116614","0.0422983487974937164000"," 1.5446382096672976736e-02","0.0068025926593836688605","2.9261627679566359905e-02"," 0.00639904111880142383723","0.03933741890369552018925"," 8.1950902928387501373e-03"," 1.1883127299133568883e-02"
"164C"," 0.1663239204857789865777","0.0552320704580703189523"," 0.00630596893326324479945"," 0.02766834432166582688484","0.00958738300396677969872"," 0.01568411556670735312879"," 0.00119842287549584746234","0.00239684575099169492468"," 0.00958738300396677969872"," 0.03552870367571958620800","0.0146880895316194668571"," 2.0606299864814707490e-02","0.0039454735554634943334","6.7156728211078278723e-02"," 0.00515704844142675540575","0.01683792814804235468684"," 2.5276390660172644992e-02"," 3.0550429730254072963e-02"
"127C"," 0.0089857237520513822543","0.0078650244356779659000"," 0.00224139863274683400970"," 0.00338222717018429788055","0.00560349658186708437374","-0.00324132262273597090280"," 0.00448279726549366801941","0.00000000000000000000000"," 0.00000000000000000000000"," 0.01422771058254126280707","0.0244465643677750192608"," 9.1182836899243863149e-03","0.0102188537852337564538","7.7845672911274676684e-03"," 0.00555321086652302373793","0.01333777815765049140628","-1.0502097053331979626e-03"," 1.0005851637736677337e-02"
"38C"," 0.0399643537353904163001","0.0197674627563031238275"," 0.00808668930939673326341"," 0.01466262203189474741527","0.00269556310313224427658"," 0.00531179702864632320714"," 0.00179704206875482973456","0.00000000000000000000000"," 0.00000000000000000000000"," 0.02524968671707043810226","0.0225129449433424215499"," 1.9751469192924680368e-02","0.0100057533081521869700","2.9487533630597313750e-02"," 0.00481116189559778646700","0.01635795044503247572254"," 2.7500290885150862480e-02"," 1.7733890995492430226e-02"
"96C"," 0.0187026345167222440846","0.0108295429932856838995","-0.00160275859568841235955"," 0.00110462715263300861532","0.00000000000000000000000"," 0.00319473812854905760139"," 0.00135369287416071048744","0.00000000000000000000000"," 0.00000000000000000000000"," 0.00904006953905829406526","0.0089973907566805629010"," 4.2678782377731733439e-05","0.0000000000000000000000","1.6595085158732779396e-02"," 0.00315340372658272100753","0.02810533390358648311858"," 6.0703202371621160435e-03"," 1.0485229962300935541e-02"
"147C"," 0.0223867944726760179086","0.0102174351817426924821","-0.00051814741880579868669"," 0.00481947748996030666396","0.00195192410919063467911"," 0.00085529648856275683824"," 0.00097596205459531733956","0.00000000000000000000000"," 0.00000000000000000000000"," 0.00750257538117496836777","0.0142420820185646841705"," 9.2510411025045011929e-03","0.0034969314426590665176","1.4683788593254316901e-02"," 0.00537833790328754324933","0.00734189429662715845049"," 3.8413440730936188397e-03"," 4.8660066265562348237e-03"
"121C"," 0.4345859623992189835207","0.2286548285088786103270"," 0.02349377071836281777317"," 0.05754874517713197412672","0.02675747993189005191628"," 0.02644269103078142682528"," 0.00729749452687910530463","0.00729749452687910530463"," 0.01459498905375821060926"," 0.13952795010183002832882","0.0852863917033398200029"," 5.2535830564423437183e-02","0.0272916453450687442051","2.4090275321116483287e-01"," 0.01003961516467793101126","0.06527020656811671761588"," 2.7417610237827069047e-02"," 4.8718256093932280071e-02"
"131C"," 0.0873204090932403753644","0.0730743501116647431459"," 0.01094339208069066218809"," 0.01754116903825153270247","0.00719482691944491829089"," 0.01822135169510630953171"," 0.00269806009479184490119","0.00629547355451430448031"," 0.00359741345972245914545"," 0.09266037474299133880340","0.0972711505012709698459"," 3.6767827824202362064e-02","0.0199484966087555767866","1.0600749743042950368e-01"," 0.01664385323589450890736","0.05327391169134438470012"," 3.1194309345161728986e-02"," 3.1640151443451072777e-02"
